device_id,timestamp,H2S,NH3,ph_value,aerator_status,rs485_temperature,ambient_temperature,level,pressure,altitude,temperature
ESP32_FEWCD01,2025-04-14T21:18:00,248.12,3.52,6.77,OFF,,,,756.1572,2291.589,20.75
ESP32_FEWCD01,2025-04-14T22:18:00,245.99,2.22,6.61,OFF,,,,757.7404,2272.447,21.85
ESP32_FEWCD01,2025-04-14T23:18:00,241.13,2.39,6.01,OFF,,,,755.1728,2294.828,23.09
ESP32_FEWCD01,2025-04-15T00:18:00,243.47,2.38,6.81,ON,268.13,22.51,-0.02358,757.4922,2277.617,24.39
ESP32_FEWCD01,2025-04-15T01:18:00,252.55,6.68,7.48,ON,266.94,23.81,-0.01547,760.8631,2270.902,25.67
ESP32_FEWCD01,2025-04-15T02:18:00,234.62,1.13,6.38,ON,272.96,23.89,-0.03186,759.9888,2303.794,26.83
ESP32_FEWCD01,2025-04-15T03:18:00,254.39,3.92,5.95,OFF,,,,759.6376,2296.589,27.8
ESP32_FEWCD01,2025-04-15T04:18:00,234.81,1.21,7.45,OFF,,,,755.2104,2276.018,28.51
ESP32_FEWCD01,2025-04-15T05:18:00,245.89,3.32,5.92,OFF,,,,756.0166,2279.092,28.92
ESP32_FEWCD01,2025-04-15T06:18:00,232.06,1.94,7.27,ON,263.92,23.62,-0.01815,756.9056,2270.323,28.98
ESP32_FEWCD01,2025-04-15T07:18:00,235.54,5.66,7.25,ON,271.82,21.11,-0.0328,756.2594,2299.064,28.71
ESP32_FEWCD01,2025-04-15T08:18:00,236.16,6.47,6.32,ON,269.29,22.9,-0.02155,759.9209,2273.089,28.12
ESP32_FEWCD01,2025-04-15T09:18:00,230.07,5.21,7.25,OFF,,,,757.3545,2307.604,27.25
ESP32_FEWCD01,2025-04-15T10:18:00,230.62,2.81,7.28,OFF,,,,759.1469,2282.081,26.15
ESP32_FEWCD01,2025-04-15T11:18:00,247.72,3.7,6.62,OFF,,,,756.5067,2286.252,24.91
ESP32_FEWCD01,2025-04-15T12:18:00,247.52,4.24,6.98,ON,268.15,22.73,-0.01566,757.6041,2292.217,23.61
ESP32_FEWCD01,2025-04-15T13:18:00,252.43,2.36,6.02,ON,265.6,20.66,-0.01581,759.3969,2283.88,22.33
ESP32_FEWCD01,2025-04-15T14:18:00,233.97,6.68,6.85,ON,271.16,22.97,-0.019,756.533,2272.757,21.17
ESP32_FEWCD01,2025-04-15T15:18:00,233.71,6.99,6.02,OFF,,,,756.6263,2279.041,20.2
ESP32_FEWCD01,2025-04-15T16:18:00,241.91,1.32,6.58,OFF,,,,758.3473,2303.117,19.49
ESP32_FEWCD01,2025-04-15T17:18:00,252.81,4.47,6.51,OFF,,,,757.3774,2298.566,19.08
ESP32_FEWCD01,2025-04-15T18:18:00,229.68,1.32,6.16,ON,271.3,21.18,-0.02168,755.4822,2307.28,19.02
ESP32_FEWCD01,2025-04-15T19:18:00,239.77,2.51,6.0,ON,268.33,22.92,-0.0262,758.5244,2272.117,19.29
ESP32_FEWCD01,2025-04-15T20:18:00,229.49,4.0,6.94,ON,269.24,21.37,-0.02111,759.6826,2277.406,19.88
ESP32_FEWCD01,2025-04-15T21:18:00,250.11,1.16,6.68,OFF,,,,756.181,2308.841,20.75
ESP32_FEWCD01,2025-04-15T22:18:00,232.25,5.67,7.16,OFF,,,,760.1708,2299.41,21.85
ESP32_FEWCD01,2025-04-15T23:18:00,246.52,4.9,7.07,OFF,,,,756.2658,2293.343,23.09
ESP32_FEWCD01,2025-04-16T00:18:00,229.55,4.13,7.37,ON,263.76,24.87,-0.02323,757.9526,2276.152,24.39
ESP32_FEWCD01,2025-04-16T01:18:00,236.4,3.22,6.03,ON,264.79,20.35,-0.03488,759.0579,2303.548,25.67
ESP32_FEWCD01,2025-04-16T02:18:00,254.11,3.42,6.97,ON,266.2,22.32,-0.02141,760.53,2298.817,26.83
ESP32_FEWCD01,2025-04-16T03:18:00,228.16,1.26,5.51,OFF,,,,757.1225,2292.2,27.8
ESP32_FEWCD01,2025-04-16T04:18:00,234.52,2.73,6.58,OFF,,,,760.9845,2302.351,28.51
ESP32_FEWCD01,2025-04-16T05:18:00,236.35,5.79,6.18,OFF,,,,760.7271,2306.286,28.92
ESP32_FEWCD01,2025-04-16T06:18:00,225.58,4.15,7.26,ON,266.75,21.38,-0.02898,757.3362,2309.493,28.98
ESP32_FEWCD01,2025-04-16T07:18:00,227.65,2.51,6.71,ON,266.02,20.78,-0.02552,758.4823,2285.366,28.71
ESP32_FEWCD01,2025-04-16T08:18:00,254.96,6.88,5.92,ON,266.61,22.61,-0.01744,758.0631,2276.214,28.12
ESP32_FEWCD01,2025-04-16T09:18:00,229.93,6.64,7.1,OFF,,,,758.2296,2294.05,27.25
ESP32_FEWCD01,2025-04-16T10:18:00,250.26,5.44,6.18,OFF,,,,760.2224,2272.541,26.15
ESP32_FEWCD01,2025-04-16T11:18:00,244.43,3.9,5.77,OFF,,,,756.9717,2270.268,24.91
ESP32_FEWCD01,2025-04-16T12:18:00,241.34,2.6,6.56,ON,268.22,21.74,-0.02649,757.6298,2272.164,23.61
ESP32_FEWCD01,2025-04-16T13:18:00,245.39,4.8,5.56,ON,266.09,24.75,-0.02016,759.4641,2297.627,22.33
ESP32_FEWCD01,2025-04-16T14:18:00,234.41,5.51,6.94,ON,271.82,20.28,-0.0268,758.1713,2292.302,21.17
ESP32_FEWCD01,2025-04-16T15:18:00,250.51,6.05,6.48,OFF,,,,757.2094,2308.435,20.2
ESP32_FEWCD01,2025-04-16T16:18:00,250.65,5.06,7.06,OFF,,,,758.0637,2303.413,19.49
ESP32_FEWCD01,2025-04-16T17:18:00,249.92,3.13,6.81,OFF,,,,758.0747,2270.397,19.08
ESP32_FEWCD01,2025-04-16T18:18:00,229.08,1.37,5.74,ON,272.35,20.06,-0.03239,759.0842,2272.461,19.02
ESP32_FEWCD01,2025-04-16T19:18:00,252.67,6.88,5.6,ON,264.56,22.12,-0.02209,760.0698,2304.95,19.29
ESP32_FEWCD01,2025-04-16T20:18:00,242.22,3.53,7.38,ON,263.21,20.84,-0.02854,759.8766,2278.401,19.88
ESP32_FEWCD01,2025-04-16T21:18:00,227.37,1.7,5.61,OFF,,,,760.9558,2278.557,20.75
ESP32_FEWCD01,2025-04-16T22:18:00,244.6,4.75,7.36,OFF,,,,759.9745,2279.451,21.85
ESP32_FEWCD01,2025-04-16T23:18:00,231.29,6.15,5.81,OFF,,,,755.2226,2307.252,23.09
ESP32_FEWCD01,2025-04-17T00:18:00,246.32,1.27,7.01,ON,263.51,21.2,-0.01947,756.8026,2308.822,24.39
ESP32_FEWCD01,2025-04-17T01:18:00,230.45,1.23,6.92,ON,270.11,21.26,-0.0291,759.7583,2297.79,25.67
ESP32_FEWCD01,2025-04-17T02:18:00,243.14,4.39,7.2,ON,266.42,23.28,-0.03459,755.8528,2303.154,26.83
ESP32_FEWCD01,2025-04-17T03:18:00,246.22,4.62,6.88,OFF,,,,755.3345,2293.167,27.8
ESP32_FEWCD01,2025-04-17T04:18:00,237.28,3.85,7.32,OFF,,,,756.8055,2306.297,28.51
ESP32_FEWCD01,2025-04-17T05:18:00,237.54,2.56,7.02,OFF,,,,759.163,2289.386,28.92
ESP32_FEWCD01,2025-04-17T06:18:00,249.08,6.27,5.51,ON,264.45,20.11,-0.03215,757.9405,2292.346,28.98
ESP32_FEWCD01,2025-04-17T07:18:00,244.31,1.98,7.44,ON,268.95,23.72,-0.03477,759.709,2271.769,28.71
ESP32_FEWCD01,2025-04-17T08:18:00,229.41,6.69,5.69,ON,271.16,23.9,-0.02513,757.8479,2294.435,28.12
ESP32_FEWCD01,2025-04-17T09:18:00,243.88,4.33,6.73,OFF,,,,755.0071,2275.516,27.25
ESP32_FEWCD01,2025-04-17T10:18:00,250.14,6.61,7.04,OFF,,,,756.3772,2306.723,26.15
ESP32_FEWCD01,2025-04-17T11:18:00,234.21,4.51,6.29,OFF,,,,757.6884,2286.263,24.91
ESP32_FEWCD01,2025-04-17T12:18:00,235.39,2.85,6.22,ON,263.18,23.77,-0.03469,757.2831,2288.772,23.61
ESP32_FEWCD01,2025-04-17T13:18:00,246.36,6.96,7.25,ON,264.79,24.75,-0.02188,755.0074,2307.389,22.33
ESP32_FEWCD01,2025-04-17T14:18:00,250.07,3.54,6.56,ON,266.35,22.54,-0.01781,759.3643,2304.294,21.17
ESP32_FEWCD01,2025-04-17T15:18:00,242.36,2.83,7.29,OFF,,,,755.1298,2292.373,20.2
ESP32_FEWCD01,2025-04-17T16:18:00,227.0,2.47,5.58,OFF,,,,757.2734,2277.138,19.49
ESP32_FEWCD01,2025-04-17T17:18:00,241.73,1.0,7.47,OFF,,,,755.9907,2294.614,19.08
ESP32_FEWCD01,2025-04-17T18:18:00,233.49,4.66,5.82,ON,270.84,22.05,-0.01919,755.1555,2277.408,19.02
ESP32_FEWCD01,2025-04-17T19:18:00,242.51,1.78,6.03,ON,264.89,20.34,-0.02865,755.9535,2296.71,19.29
ESP32_FEWCD01,2025-04-17T20:18:00,250.97,5.25,6.82,ON,273.0,20.94,-0.02662,755.5359,2303.548,19.88
ESP32_FEWCD01,2025-04-17T21:18:00,232.68,5.43,6.9,OFF,,,,758.1297,2283.17,20.75
ESP32_FEWCD01,2025-04-17T22:18:00,225.66,3.49,6.84,OFF,,,,757.6807,2289.537,21.85
ESP32_FEWCD01,2025-04-17T23:18:00,238.23,3.13,7.04,OFF,,,,755.5874,2304.221,23.09
ESP32_FEWCD01,2025-04-18T00:18:00,232.08,3.92,6.7,ON,265.21,22.92,-0.02909,758.996,2290.807,24.39
ESP32_FEWCD01,2025-04-18T01:18:00,229.36,5.88,5.59,ON,271.0,21.47,-0.02038,760.7244,2302.921,25.67
ESP32_FEWCD01,2025-04-18T02:18:00,249.19,2.93,6.11,ON,272.44,21.73,-0.02116,759.601,2275.747,26.83
ESP32_FEWCD01,2025-04-18T03:18:00,249.24,5.91,5.76,OFF,,,,760.9167,2290.065,27.8
ESP32_FEWCD01,2025-04-18T04:18:00,241.01,6.91,7.4,OFF,,,,759.8429,2287.777,28.51
ESP32_FEWCD01,2025-04-18T05:18:00,252.92,4.22,6.75,OFF,,,,760.0062,2290.915,28.92
ESP32_FEWCD01,2025-04-18T06:18:00,239.15,2.12,6.28,ON,270.91,21.79,-0.03193,756.9451,2298.81,28.98
ESP32_FEWCD01,2025-04-18T07:18:00,251.67,3.36,6.95,ON,267.77,24.45,-0.03363,755.2135,2274.639,28.71
ESP32_FEWCD01,2025-04-18T08:18:00,249.1,1.28,6.97,ON,263.72,22.55,-0.02426,759.5421,2277.307,28.12
ESP32_FEWCD01,2025-04-18T09:18:00,228.04,1.08,6.63,OFF,,,,755.1887,2301.993,27.25
ESP32_FEWCD01,2025-04-18T10:18:00,238.13,2.3,6.19,OFF,,,,759.3448,2298.516,26.15
ESP32_FEWCD01,2025-04-18T11:18:00,250.61,2.22,6.4,OFF,,,,755.9529,2274.248,24.91
ESP32_FEWCD01,2025-04-18T12:18:00,248.73,3.73,5.65,ON,263.98,23.2,-0.01806,758.5938,2289.169,23.61
ESP32_FEWCD01,2025-04-18T13:18:00,226.65,1.36,5.84,ON,268.38,24.21,-0.03152,756.6206,2292.993,22.33
ESP32_FEWCD01,2025-04-18T14:18:00,236.38,4.91,6.64,ON,272.29,21.2,-0.02198,759.7832,2285.867,21.17
ESP32_FEWCD01,2025-04-18T15:18:00,250.74,6.24,6.36,OFF,,,,757.601,2294.67,20.2
ESP32_FEWCD01,2025-04-18T16:18:00,247.36,3.05,5.68,OFF,,,,757.0797,2291.058,19.49
ESP32_FEWCD01,2025-04-18T17:18:00,227.5,6.49,6.67,OFF,,,,760.9645,2281.893,19.08
ESP32_FEWCD01,2025-04-18T18:18:00,254.2,5.97,5.73,ON,272.24,22.84,-0.02993,759.8342,2302.532,19.02
ESP32_FEWCD01,2025-04-18T19:18:00,228.98,4.02,6.48,ON,265.84,21.12,-0.02537,760.1661,2275.379,19.29
ESP32_FEWCD01,2025-04-18T20:18:00,237.44,4.72,6.42,ON,270.82,24.79,-0.0163,755.284,2295.583,19.88
ESP32_FEWCD01,2025-04-18T21:18:00,254.59,2.4,6.89,OFF,,,,756.0397,2308.712,20.75
ESP32_FEWCD01,2025-04-18T22:18:00,244.14,1.34,5.69,OFF,,,,758.6067,2289.116,21.85
ESP32_FEWCD01,2025-04-18T23:18:00,233.2,4.76,5.85,OFF,,,,760.1092,2307.5,23.09
ESP32_FEWCD01,2025-04-19T00:18:00,232.16,6.17,7.33,ON,269.38,24.21,-0.02341,756.1206,2278.476,24.39
ESP32_FEWCD01,2025-04-19T01:18:00,241.1,5.85,6.31,ON,267.49,22.45,-0.02,759.5679,2290.919,25.67
ESP32_FEWCD01,2025-04-19T02:18:00,237.2,1.25,6.44,ON,263.53,21.88,-0.02004,758.2198,2293.2,26.83
ESP32_FEWCD01,2025-04-19T03:18:00,246.69,5.67,6.11,OFF,,,,758.7339,2303.084,27.8
ESP32_FEWCD01,2025-04-19T04:18:00,244.31,4.56,5.78,OFF,,,,755.96,2274.152,28.51
ESP32_FEWCD01,2025-04-19T05:18:00,251.65,5.97,6.39,OFF,,,,760.7559,2270.724,28.92
ESP32_FEWCD01,2025-04-19T06:18:00,233.98,2.7,7.2,ON,267.52,23.28,-0.02193,757.4653,2293.791,28.98
ESP32_FEWCD01,2025-04-19T07:18:00,225.56,3.31,6.34,ON,271.14,23.12,-0.03449,757.2083,2288.292,28.71
ESP32_FEWCD01,2025-04-19T08:18:00,249.49,6.21,6.87,ON,271.87,20.1,-0.02722,756.4789,2275.823,28.12
ESP32_FEWCD01,2025-04-19T09:18:00,246.43,4.21,6.16,OFF,,,,756.1915,2279.481,27.25
ESP32_FEWCD01,2025-04-19T10:18:00,236.4,6.23,5.93,OFF,,,,760.8005,2284.152,26.15
ESP32_FEWCD01,2025-04-19T11:18:00,245.89,6.8,7.48,OFF,,,,760.3384,2291.238,24.91
ESP32_FEWCD01,2025-04-19T12:18:00,243.56,4.53,6.84,ON,270.76,22.3,-0.01758,757.3394,2303.06,23.61
ESP32_FEWCD01,2025-04-19T13:18:00,228.64,4.01,5.73,ON,270.32,23.68,-0.0219,758.9476,2302.81,22.33
ESP32_FEWCD01,2025-04-19T14:18:00,240.59,5.12,5.61,ON,272.76,22.94,-0.02722,760.8462,2289.474,21.17
ESP32_FEWCD01,2025-04-19T15:18:00,225.02,1.89,5.62,OFF,,,,756.2061,2285.251,20.2
ESP32_FEWCD01,2025-04-19T16:18:00,254.39,3.55,7.13,OFF,,,,755.1757,2288.063,19.49
ESP32_FEWCD01,2025-04-19T17:18:00,230.48,1.98,7.27,OFF,,,,760.5966,2291.702,19.08
ESP32_FEWCD01,2025-04-19T18:18:00,243.28,5.31,6.78,ON,268.82,21.11,-0.0158,758.962,2305.542,19.02
ESP32_FEWCD01,2025-04-19T19:18:00,253.37,3.18,7.21,ON,264.19,24.55,-0.02512,759.6968,2283.146,19.29
ESP32_FEWCD01,2025-04-19T20:18:00,252.16,3.87,5.57,ON,270.78,24.17,-0.03215,760.1305,2296.757,19.88
ESP32_FEWCD01,2025-04-19T21:18:00,225.13,3.08,7.09,OFF,,,,756.7173,2270.835,20.75
ESP32_FEWCD01,2025-04-19T22:18:00,245.91,4.38,7.1,OFF,,,,755.8597,2301.546,21.85
ESP32_FEWCD01,2025-04-19T23:18:00,254.63,2.63,7.47,OFF,,,,755.6891,2286.54,23.09
ESP32_FEWCD01,2025-04-20T00:18:00,234.7,6.06,5.81,ON,270.75,24.7,-0.02962,756.2202,2305.051,24.39
ESP32_FEWCD01,2025-04-20T01:18:00,228.97,5.15,5.93,ON,268.19,21.06,-0.0207,757.2737,2278.208,25.67
ESP32_FEWCD01,2025-04-20T02:18:00,247.32,3.1,5.56,ON,265.59,22.91,-0.02084,759.2887,2308.926,26.83
ESP32_FEWCD01,2025-04-20T03:18:00,246.09,6.91,6.9,OFF,,,,758.297,2291.089,27.8
ESP32_FEWCD01,2025-04-20T04:18:00,225.16,5.18,6.22,OFF,,,,760.3487,2307.063,28.51
ESP32_FEWCD01,2025-04-20T05:18:00,235.53,5.08,5.75,OFF,,,,755.1624,2277.707,28.92
ESP32_FEWCD01,2025-04-20T06:18:00,228.57,4.7,6.32,ON,272.41,22.89,-0.03167,758.8383,2297.03,28.98
ESP32_FEWCD01,2025-04-20T07:18:00,226.93,2.41,7.42,ON,271.72,21.13,-0.0189,759.3748,2307.198,28.71
ESP32_FEWCD01,2025-04-20T08:18:00,245.35,1.08,7.31,ON,272.04,24.92,-0.02727,755.5606,2293.849,28.12
ESP32_FEWCD01,2025-04-20T09:18:00,245.22,1.87,7.35,OFF,,,,756.086,2284.916,27.25
ESP32_FEWCD01,2025-04-20T10:18:00,253.54,3.75,6.83,OFF,,,,759.5561,2307.668,26.15
ESP32_FEWCD01,2025-04-20T11:18:00,254.98,1.16,6.05,OFF,,,,760.9458,2300.33,24.91
ESP32_FEWCD01,2025-04-20T12:18:00,234.49,4.55,6.63,ON,264.63,20.71,-0.01845,759.352,2277.342,23.61
ESP32_FEWCD01,2025-04-20T13:18:00,249.98,2.8,7.04,ON,268.59,20.25,-0.0253,755.1814,2305.453,22.33
ESP32_FEWCD01,2025-04-20T14:18:00,240.58,6.37,7.19,ON,264.1,22.13,-0.02772,758.2269,2276.761,21.17
ESP32_FEWCD01,2025-04-20T15:18:00,236.78,3.29,6.8,OFF,,,,756.1197,2294.931,20.2
ESP32_FEWCD01,2025-04-20T16:18:00,243.32,3.9,7.1,OFF,,,,760.1879,2296.508,19.49
ESP32_FEWCD01,2025-04-20T17:18:00,226.81,4.63,6.57,OFF,,,,756.1895,2276.83,19.08
ESP32_FEWCD01,2025-04-20T18:18:00,233.41,1.61,6.26,ON,266.72,23.42,-0.02727,758.1959,2276.291,19.02
ESP32_FEWCD01,2025-04-20T19:18:00,252.27,6.77,6.43,ON,271.39,21.13,-0.02343,756.8327,2285.228,19.29
ESP32_FEWCD01,2025-04-20T20:18:00,231.32,1.92,5.56,ON,271.5,24.74,-0.02579,755.3371,2292.528,19.88
ESP32_FEWCD01,2025-04-20T21:18:00,249.63,1.44,7.07,OFF,,,,756.8682,2309.036,20.75
